,Time,Group,Played Before,Explanation Reason,Explanation Counterfactual,Question Context,Question Text,Answer 1,Answer 2,Answer 3,True Action,True Target,Explanation Variable,Explanation Target,Answer Action 1,Answer Action 2,Answer Action 3,Answer Target 1,Answer Target 2,Answer Target 3,Correct Answer,User Answer,User Correct,Adjusted Answer,Number of People,Bag
0,1709631745730170250,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,ttelm,Engagement Value,ttelm,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,ttelm,NEWPERSON,None,1,2,False,0.0,1,tuesday_0_13.bag
1,1709724796632429123,0,True,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a un 1m de mi, i més aprop que ningú més?",Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,epqko,Distance,epqko,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,vbcan,NEWPERSON,None,2,3,False,0.5,2,wednesday_0_45.bag
2,1709724931024626970,1,True,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_TARGET,tjuuu,Pose Estimation Confidence,tjuuu,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,tjuuu,None,NEWPERSON,1,2,False,0.5,1,wednesday_0_45.bag
3,1709739774685647964,1,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,ngeeq,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,ngeeq,None,3,3,True,1.0,1,wednesday_0_95.bag
4,1709638133556263924,2,False,He intentat que algú em parlés perquè la Persona A no em mirava.,"Si Persona A em mirés, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,lwqdt,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,lwqdt,None,NEWPERSON,2,1,False,0.0,1,tuesday_0_34.bag
5,1709548327079007864,1,False,He intentat que algú em parlés perquè la Persona C no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,anmux,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,gnnbq,ykdjp,None,3,1,False,0.0,3,monday_0_11.bag
6,1709811029523572922,0,True,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Engagement Value,esqjy,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,rdxpj,esqjy,1,1,True,1.0,3,thursday_0_36.bag
7,1709652917571545601,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Mutual Gaze,ahfly,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,ahfly,2,4,False,0.0,1,tuesday_0_84.bag
8,1709638795730435133,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,jmlit,Pose Estimation Confidence,jmlit,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,jmlit,NEWPERSON,3,2,False,0.0,1,tuesday_0_37.bag
9,1709638897163093805,1,False,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 4m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Distance,yrbdi,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,yrbdi,2,3,False,0.0,1,tuesday_0_37.bag
10,1709635496104382992,1,False,He intentat parlar amb la Persona A perquè la Persona A em mirava.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,lmdxa,Mutual Gaze,lmdxa,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,lmdxa,NEWPERSON,2,2,True,1.0,1,tuesday_0_26.bag
11,1709553088607226610,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,nubxf,Pose Estimation Confidence,nubxf,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,nubxf,3,3,True,1.0,1,monday_0_27.bag
12,1709553189241389990,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,zdrza,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,zdrza,NEWPERSON,None,2,2,True,1.0,1,monday_0_27.bag
13,1709553260675270081,1,True,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 5m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 6m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,mfzmj,Distance,mfzmj,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,mfzmj,3,3,True,1.0,1,monday_0_27.bag
14,1709738949500053883,1,True,He intentat parlar amb la Persona B perquè la Persona B estava a menys de 3m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 4m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_TARGET,cukiv,Distance,cukiv,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,jfqho,2,1,False,0.5,2,wednesday_0_92.bag
15,1709739003525485992,2,False,He intentat que algú em parlés perquè estava molt insegura de la meva detecció de l'esquelet de la Persona A.,"Si estigués segura de la meva detecció de l'esquelet de Persona A, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Pose Estimation Confidence,gnqud,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,gnqud,None,NEWPERSON,3,4,False,0.0,1,wednesday_0_92.bag
16,1709739131639279842,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob no em mirés?,Intentaré que algú em parli,Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona A,ELICIT_TARGET,buvnq,Mutual Gaze,buvnq,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,buvnq,whmmc,2,3,False,0.0,2,wednesday_0_92.bag
17,1709714299923941374,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,yylup,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,yylup,None,1,1,True,1.0,1,wednesday_0_10.bag
18,1709728748595749378,2,False,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,"Si Persona A estigués a menys de 1m de mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 9m de mi, i més lluny que ningú més?",Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Distance,kwgyk,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,hjtub,kwgyk,None,3,2,False,0.0,2,wednesday_0_58.bag
19,1709728844782210827,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,olosx,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,olosx,NEWPERSON,3,3,True,1.0,1,wednesday_0_58.bag
20,1709728921204407215,1,False,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 3m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 5m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_TARGET,jxfvl,Distance,jxfvl,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,jxfvl,3,4,False,0.0,1,wednesday_0_58.bag
21,1709810696957307100,2,False,He intentat que algú em parlés perquè la Persona A no em mirava.,"Si Persona A em mirés, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,tuqdw,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,tuqdw,None,NEWPERSON,2,1,False,0.0,1,thursday_0_35.bag
22,1709820981356208324,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb la Persona E,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,mmguq,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,zaaof,None,NEWPERSON,3,2,False,0.5,3,thursday_0_69.bag
23,1709546852699398518,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,ELICIT_TARGET,vjehs,Pose Estimation Confidence,awnig,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,bkfok,NEWPERSON,vjehs,3,3,True,1.0,3,monday_0_6.bag
24,1709546907136340618,1,False,He intentat parlar amb la Persona B perquè la Persona C mirava lluny de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob no em mirés?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona C,ELICIT_TARGET,wyjec,Mutual Gaze,rsaev,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,wyjec,rsaev,2,2,True,1.0,3,monday_0_6.bag
25,1709546959192216873,2,True,He intentat parlar amb la Persona A perquè la Persona A estava a uns 2.0m de mi.,"Si Persona A estigués a més de 1.5m de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 3m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,cazca,Distance,cazca,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,cazca,1,2,False,0.5,1,monday_0_6.bag
26,1709722282302454948,2,False,He intentat parlar amb la Persona A perquè la Persona A no mirava lluny de mi.,"Si Persona A mirés lluny de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_TARGET,tlycc,Mutual Gaze,tlycc,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,tlycc,None,1,3,False,0.5,1,wednesday_0_36.bag
27,1709656180370076418,0,True,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,uvjua,Distance,uvjua,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,uvjua,NEWPERSON,3,3,True,1.0,1,tuesday_0_95.bag
28,1709656388625873089,1,False,He intentat que algú em parlés perquè la Persona A estava a més de 2m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.1m de mi, i més aprop que ningú més?",Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Distance,yqrpu,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,yqrpu,None,NEWPERSON,3,3,True,1.0,1,tuesday_0_95.bag
29,1709642025282202244,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,opzvz,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,opzvz,NEWPERSON,None,2,2,True,1.0,1,tuesday_0_47.bag
30,1709729849866891861,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que la Persona B em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona C,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,ankyo,Pose Estimation Confidence,ankyo,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,dayby,ankyo,NEWPERSON,3,3,True,1.0,3,wednesday_0_61.bag
31,1709552124412919283,2,False,He intentat que algú em parlés perquè estava molt insegura de la meva detecció de l'esquelet de la Persona A.,"Si estigués segura de la meva detecció de l'esquelet de Persona A, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona B,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Pose Estimation Confidence,novvx,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,ebhlw,NEWPERSON,3,3,True,1.0,1,monday_0_24.bag
32,1709643963217689991,2,False,He intentat que algú em parlés perquè la Persona C i jo no ens miràvem directament.,"Si Persona C i jo ens miréssim directament, hauria intentat que la Persona C em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona C,Intentaré que algú em parli,ELICIT_GENERAL,None,Mutual Gaze,bvxbh,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,bvxbh,None,1,1,True,1.0,3,tuesday_0_54.bag
33,1709644069364705563,0,True,He intentat parlar amb la Persona C.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona C,Intentaré parlar amb en Bob,ELICIT_TARGET,tnbaf,Pose Estimation Confidence,tnbaf,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,tnbaf,NEWPERSON,3,3,True,1.0,3,tuesday_0_54.bag
34,1709806935298483372,1,False,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Distance,tkdxd,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,tkdxd,None,1,1,True,1.0,1,thursday_0_22.bag
35,1709803222199095011,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 2.5m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,ornca,Distance,ornca,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,ornca,NEWPERSON,3,2,False,0.0,1,thursday_0_10.bag
36,1709551824587929010,0,True,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,Intentaré que algú em parli,ELICIT_TARGET,ouhew,Mutual Gaze,ouhew,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,ouhew,None,1,1,True,1.0,2,monday_0_23.bag
37,1709552047786290646,1,False,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 2.5m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 9m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré parlar amb la Persona D,Intentaré parlar amb la Persona A,ELICIT_TARGET,tkvxg,Distance,tkvxg,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,hktjw,tkvxg,3,3,True,1.0,4,monday_0_23.bag
